# GRE 词汇词典
# GRE 研究生入学考试词汇
# 共 7479 条
# 格式: word|translation

tombstone|tombstone n. 墓石, 墓碑；[经] 墓碑, 墓志铭
defined|defined a. 清晰的, 轮廓分明的；有定义的, 确定的
glorify|glorify vt. 赞美, 美化, 赞扬, 使辉煌
automation|automation n. 自动化, 自动操作；[计] 自动学; 自动化
quip|quip n. 妙语, 遁辞, 讽刺；v. 说讽刺话, 嘲弄
wean|wean vt. 使断奶, 使丢弃, 使断念；n. 小儿
populous|populous a. 人口多的, 人口稠密的
delinquent|delinquent n. 行为不良的人, 违法者；a. 怠忽的, 有过失的
commencement|commencement n. 开始, 毕业典礼；[法] 开始, 毕业典礼
malice|malice n. 恶意, 蓄意害人, 怨恨；[法] 预谋, 蓄意, 恶意
porous|porous a. 多孔的, 有气孔的, 多孔性的, 能渗透的；[医] 多孔的
smirk|smirk vi. 傻笑, 假笑, 得意地笑；n. 傻笑, 假笑, 得意的笑
cleavage|cleavage n. 劈开, 裂片, 分裂；[化] 解理
forbidding|forbidding a. 严峻的, 可怕的, 令人难亲近的
plethora|plethora n. 过多, 过剩, 多血症；[医] 多血[症]
garland|garland n. 花环, 荣誉；vt. 戴花环
cautionary|cautionary a. 警告的
brash|brash a. 性急的, 仓促的, 无礼的, 傲慢的；n. 胃灼热, 骤雨, 碎石堆
vile|vile a. 恶劣的, 肮脏的, 低廉的, 卑鄙的；[法] 极坏的, 恶劣的, 卑鄙的
veterinary|veterinary a. 兽医的；n. 兽医
swipe|swipe n. 强打, 用力挥击, 尖刻的话, 碰擦, 起重杆；vt. 强打, 用力挥击, 偷
futility|futility n. 无用, 无益, 无价值
complicity|complicity n. 同谋, 串通, 复杂；[法] 共谋, 共犯关系
discursive|discursive a. 离题的, 东拉西扯的
fluke|fluke v. 侥幸成功；n. 锚爪, 侥幸, 偶然事故
feign|feign vt. 假装, 装作；vi. 作假
trivia|trivia n. 琐事
acronym|acronym n. 首字母缩拼词, 首字母组合词；[计] 字首组合词
surmise|surmise n. 推测, 猜测；v. 推测, 臆测
finesse|finesse n. 策略, 手段, (桥牌中的)飞牌；v. 用计谋处理, 出小牌
evocative|evocative a. 唤出...的, 唤起...的
visceral|visceral a. 内脏的；[医] 内脏的
ruffle|ruffle n. 皱褶, 波纹, 生气, 混乱；vt. 弄皱, 触怒, 洗(牌), 连续轻擂(鼓)；vi. 起皱, 发脾气, 连续轻擂
fertilize|fertilize vt. 施肥, 使丰饶, 使受精
preposterous|preposterous a. 反常的, 乖戾的, 荒谬的, 首末倒置的
attune|attune vt. 为乐器调音, 使协调, 使合拍
aquifer|aquifer [化] 含水层
fathom|fathom n. 英寻(长度单位,合6英尺)；vt. 测量深度, 看穿, 彻底了解；vi. 测深
pretext|pretext n. 借口, 托词；v. 以...为借口
purify|purify vi. 变纯净；vt. 使纯净, 净化, 提纯, 精炼
chasm|chasm n. 陷窟, 裂口
pennant|pennant n. 尖旗, 三角旗, 三角锦旗, 三角信号旗
spatula|spatula n. 刮刀, 压舌片, 匙突；[医] 药刀, 软膏刀; 铲; 压舌板
apprehensive|apprehensive a. 惴惴不安的, 敏悟的, 知晓的
buggy|buggy a. 多虫的；n. 双轮单座轻马车, 四轮单座马车
veneer|veneer n. 饰面薄板, 饰面, 外表；vt. 镶饰, 胶合, 虚饰
stalemate|stalemate n. 僵持状态, 僵局, 陷于困境, 胶着状况；vt. 将...逼和, 使僵持, 使陷入困境
juxtapose|juxtapose vt. 并置, 并列；[法] 使连接, 毗连, 并列
repressed|repressed a. 被镇压的, 受约束的, 被抑制的
aggressor|aggressor n. 侵略者, 挑畔者；[法] 侵略者, 攻击者
apex|apex n. 顶, 尖端, 最高潮；[医] 尖, 尖端
pathological|pathological a. 病理学的, 由疾病引起的, (非正式)不合理的, 仅由想象引起的, 不理智的；[计] 错误的
chide|chide v. 斥责, 责骂
slant|slant n. 倾斜, 斜面, 观点, 偏见, 歪曲；a. 倾斜的；v. (使)倾斜
unregulated|unregulated a. 未经调节的；未校准的
overture|overture n. 主动表示, 事件的开端, 序言, 提议, 提案, 初步交涉；vt. 提议, 为...奏前奏曲
beset|beset vt. 围绕, 使苦恼, 镶嵌
impulsive|impulsive a. 冲动的, 受感情驱使的, 任性的；[医] 冲动的
dislodge|dislodge vt. 逐出, 使移动, 驱逐；vi. 离开原位
flaunt|flaunt n. 炫耀, 飘扬；v. 炫耀, 飘扬
circumstantial|circumstantial a. 依照情况的
gouge|gouge n. 圆凿, 用圆凿凿成的槽, 挖, 掘；vt. 用圆凿削, 挖出, 欺骗
dermatologist|dermatologist n. 皮肤学者, 皮肤科医生；[医] 皮肤病学家, 皮肤科医师
stout|stout a. 结实的；矮胖的；勇敢的；激烈的；n. 矮胖子；烈性啤酒
cultivated|cultivated a. 耕耘的, 栽植的, 有教养的
estuary|estuary n. 河口, 港湾
waffle|waffle vi. 胡扯, 闲聊；n. 华夫饼干, 胡扯；[计] Waffle程序
misgiving|misgiving n. 疑虑, 不安, 害怕, 担扰, 疑惧
lull|lull n. 暂停, 间歇, 稍息, 使人安静的东西；vt. 使平静, 哄骗, 使安静；vi. 变平静
nocturnal|nocturnal a. 夜的, 夜曲的；[医] 夜间的
muffle|muffle n. 低沉的声音, 拳击手套, 唇鼻部, 围巾, 头巾；vt. 围裹, 抑制, 发低沉的声音
procure|procure vt. 获得, 取得, 导致；vi. 拉皮条
levy|levy n. 税款, 所征的人数, 征收；vi. 征税, 课税；vt. 征收, 强求, 召集
pamper|pamper vt. 放纵, 使吃饱, 使过量
deduce|deduce vt. 推论, 演绎出；[法] 推断, 推出, 演绎
impromptu|impromptu n. 即席演出, 即兴曲；a. 即席的；adv. 即席
colonize|colonize vi. 开拓殖民地；vt. 殖民于, 移植于
preface|preface n. 序, 绪言, 前言；vi. 作序, 写前言；vt. 给...作序, 以...开始
prick|prick vt. 刺, 戳, 刺痛, 使竖起；vi. 刺, 竖起；n. 扎, 一刺, 刺痛；a. 竖起的
molten|molten a. 熔化的, 炽热的, 铸造的；melt的过去分词
observance|observance n. 观察, 遵守, 仪式, 风俗习惯；[法] 遵守, 奉行, 惯例
caper|caper n. 跳跃；vi. 雀跃, 蹦跳
cardiologist|cardiologist n. 心脏病学家；[医] 心[脏]病学家
fanfare|fanfare n. 喇叭边(或号角)嘹亮吹奏声, 吹牛
alibi|alibi n. 不在犯罪现场, 托辞；v. 为...辩解
minuscule|minuscule n. 小书写体, 小写字；a. 用小书写体的, 小写字的
infuriate|infuriate a. 狂怒的；vt. 激怒
nascent|nascent a. 发生中的, 开始存在的, 初期的；[医] 初发的, 初生的
expatriate|expatriate n. 移居国外者, 侨民, 被流放者, 背井离乡者；vt. 逐出国外, 脱离国籍, 放逐；vi. 移居国外
veritable|veritable a. 名副其实的, 真实的, 确实的, 真的
abate|abate vt. 减少, 减轻, 减弱, 废除, 打折扣；vi. 减轻, 减弱, 减少, 失效, 被废除
heterogeneous|heterogeneous a. 异种的, 异质的, 由不同成分形成的；[医] 不均匀的, 多相的, 异质的
increment|increment n. 增加, 增值, 盈余；[计] 增量
kiosk|kiosk n. 亭, 凉亭, 报摊
clot|clot n. 凝块, 一团；v. (使)凝结, (使)聚集
linoleum|linoleum n. 油地毡, 漆布；[化] 油毡; 亚麻油毡
pare|pare vt. 剥, 削, 消减
memento|memento n. 纪念物, 令人回忆的东西
thorny|thorny a. 多刺的, 令人苦恼的
blunder|blunder n. 大错, 大失策；vi. 失策, 跌跌撞撞地走, 犯错；vt. 做错
vanguard|vanguard n. 前锋, 先锋, 先驱
junction|junction n. 连接, 会合处, 交叉点；[医] 接[合]处, 接点.[接]界
replete|replete a. 装满的, 充满的, 充实的, 吃饱的
semblance|semblance n. 外表, 伪装, 假象, 少量
skirmish|skirmish n. 前哨战, 小争论, 小冲突；vi. 发生小争论, 侦察
axle|axle n. 轴, 车轴；[电] 轴
aspen|aspen n. 山杨；a. 山杨的, 颤抖的
hoax|hoax vt. 欺骗, 哄骗, 愚弄；n. 愚弄人, 恶作剧
renegade|renegade n. 背教者, 变节者, 脱党者；a. 背弃的, 脱离的, 叛徒的；vi. 背叛, 背弃, 脱离
arcane|arcane a. 神秘的, 晦涩难解的
err|err vi. 犯错, 做错, 犯罪；[法] 弄错, 犯错误, 陈述
caterpillar|caterpillar n. 毛虫；[机] 履带车
candor|candor n. 坦白, 直率
jolly|jolly a. 愉快的, 高兴的, 宜人的；vt. 恭维, 使高兴, 取笑；vi. 开玩笑；adv. 非常, 极为
din|din n. 喧嚣；v. 絮絮不休地说, 喧闹
uproar|uproar n. 骚动, 喧嚣
overdose|overdose n. 配药量过多；vt. 配药过量, 使过分沉溺
vindicate|vindicate vt. 辩护, 证明...无辜, 维护；[法] 辩护, 辩解, 辩明
heirloom|heirloom n. 传家宝, 动产继承物；[法] 祖传动产, 传家宝
stoke|stoke v. 司炉, (使)大吃
understatement|understatement n. 软弱无力的陈述, 克制的说法；[经] 少报
glee|glee n. 欢乐, 高兴
entrench|entrench vt. 围以壕沟, 防护, 保卫, 使处于牢固地位；vi. 掘壕, 侵犯
discernible|discernible a. 看得清的, 可看出的, 可辨别的, 辨别得出的；[计] 可识别的
appraise|appraise vt. 评价, 估价；[经] 评价, 鉴定
quail|quail n. 鹌鹑；vi. 胆怯, 畏缩
figurine|figurine n. 小雕像
vestige|vestige n. 遗迹, 痕迹, 残余, 丝毫, 退化的器官；[医] 遗迹, 剩件, 剩余
prowl|prowl n. 潜行, 徘徊, 悄悄踱步；vi. 潜行以觅食, 徘徊；vt. 徘徊
unaffected|unaffected a. 不矫揉造作的, 自然的, 未受影响的, 未被感动的；[经] 不受影响的
astute|astute a. 敏锐的, 狡猾的
malicious|malicious a. 怀恶意的, 恶毒的
ordain|ordain vt. 注定, 规定, 任命；vi. 颁布命令
ovation|ovation n. 热烈欢迎, 大喝采, 小凯旋式
evasion|evasion n. 逃避, 藉口；[法] 回避, 规避, 逃避
recoil|recoil n. 畏缩, 后退, 弹回, 反作用, 后坐力；vi. 退却, 畏缩, 弹回, 撤退, 反冲, 报应
whimsical|whimsical a. 怪念头多的, 反复无常的, 古怪的, 异想天开的
sidestep|sidestep n. 横跨的一步, 台阶；vt. 横跨一步躲避, 回避；vi. 回避问题, 躲避打击
trustworthy|trustworthy a. 可信赖的；[法] 可信任的, 可靠的, 可信赖的
scooter|scooter n. 小型摩托车, 踏板车；[机] 机车
mire|mire n. 泥沼, 泥泞；vt. 使陷于泥泞, 使陷入困境；vi. 掉进泥坑
diva|diva n. 歌剧女主角/首席女主角, 主要女歌手
untold|untold a. 未说过的, 未透露的, 未加叙述的, 数不清的, 无限的, 不可计量的, 无数的；[法] 未说明的, 未方露的, 未说出的
panorama|panorama n. 全景, 全貌, 概论, 范围
trilogy|trilogy n. 三部剧, 三部曲；[医] 三联, 三联症
sarcastic|sarcastic a. 讽刺的, 讥讽的
postulate|postulate n. 假定, 基本条件；vt. 要求, 假定
pungent|pungent a. 刺激性的, 尖刻的, 苦痛的；[医] 冲味的, 刺激味的
reparation|reparation n. 补偿, 赔偿, 弥补, 修复, 修理；[经] 赔偿, 补偿, 修理
inundate|inundate vt. 浸水, 泛滥, 淹没, 使充满
oppress|oppress vt. 压迫, 压抑, 使烦恼
toil|toil n. 辛苦, 苦工, 网, 罗网, 圈套；vi. 苦干, 跋涉
inexplicable|inexplicable a. 不能说明的, 不能解释的, 费解的
painkiller|painkiller n. 解痛药, 止痛片, 止痛药
auspice|auspice n. 吉兆, 占卜, 赞助
periodical|periodical n. 期刊；a. 定期出版的, (有关)期刊的, 间歇(性的), 周期的, 定期的
torpedo|torpedo n. 鱼雷, 水雷, 地雷；vt. 用鱼雷袭击, 破坏
vulture|vulture n. 秃鹫, 贪婪的人；[法] 贪婪而残酷者, 劫掠成性者
understate|understate v. 不完全地陈述, 保守地说, 有意轻描淡写
agitated|agitated a. (表现出)不安/焦虑的, (被)激烈辩论的, (被)热烈讨论的, 颤抖的；[医] 激越的
holster|holster n. 手枪皮套
rendezvous|rendezvous n. 约会, 约会地点；v. 集合, 集结, 在约定场所会面；[计] 会合
cello|cello n. 大提琴
redundant|redundant a. 多余的, 过多的, 冗长的；[医] 过多的, 多余的
flimsy|flimsy a. 易坏的, 脆弱的, 浅薄的；n. 易损坏的东西(或材料), 薄纸, 描图用薄纸, 薄纸稿纸
inertia|inertia n. 惯性, 惰性, 迟钝；[化] 惯性
enrage|enrage vt. 激怒, 使暴怒
quell|quell vt. 压制, 平息, 减轻
respite|respite n. 暂缓, 缓期执行；vt. 使暂缓
droplet|droplet n. 小滴；[医] 小滴
parable|parable n. 寓言, 隐晦的比较
treason|treason n. 叛逆, 不忠, 叛国罪；[法] 叛逆, 通敌, 叛国罪
cohesive|cohesive a. 黏合在一起的；[医] 内聚的
slew|slew n. 沼地, 回转, 旋转, 扭转, 大量；vt. 使旋转, 使猛拐, 使侧滑；vi. 回转, 扭转, 侧滑, 猛拐；slay的过去式
raucous|raucous a. 沙哑的, 粗声的, 喧闹的
drench|drench vt. 使湿透, 使充满；n. 滂沱大雨, 弄湿
persecute|persecute vt. 迫害, 虐待, 困扰, 同...捣乱；[法] 迫害, 虐待, 烦扰
entirety|entirety n. 全部, 整体；[法] 共有制, 整体, 全部
wholesome|wholesome a. 有益健康的, 合乎卫生的, 健全的, 有益的, 有生气的, 审慎的
pun|pun n. 双关语, 俏皮话；vi. 说双关语, 说俏皮话；vt. 用双关语说服, 捣实
stranded|stranded a. 处于困境的, 进退两难的
fodder|fodder n. 饲料, 草料, 素材, 弹药；vt. 喂
inhibitor|inhibitor n. 禁止者, 抑制人, 抑制物, 抑制因素, 抑制剂, 阻化剂；[计] 禁止器, 抑制剂
impeccable|impeccable a. 无懈可击的, 勿容置疑的, 无瑕疵的, 不会做坏事的
flail|flail n. 连枷；v. 用连枷打, 打
apocalyptic|apocalyptic a. 天启的, <<启示录>>的
shroud|shroud n. 尸衣, 寿衣, 覆盖物, (船的)横桅索；vt. 包以尸衣, 遮蔽, 隐藏, 覆盖
venom|venom n. 毒液, 恶意；vt. 放毒, 使有毒
gale|gale n. 狂风, 大风, 定期租金；[经] 地租, 年金
paraphrase|paraphrase n. 释义, 解述, 改写；vt. 改写, 解述；vi. 释义, 意译
promulgate|promulgate vt. 发布, 公布, 发表, 传播；[法] 颁布, 公告, 散播
aggregate|aggregate n. 合计, 总计, 聚集体；a. 合计的, 聚集的；v. 聚集, 集合, 合计达；[计] 聚合体; 聚集
dreary|dreary a. 沉闷的
poach|poach vt. 水煮(蛋), 偷猎, 侵入, 窃取；vi. 偷猎, 陷入泥中
egregious|egregious a. 异乎寻常的, 过分的, 惊人的
sullen|sullen a. 愠怒的, 沉闷的, 阴沉的
cunning|cunning a. 狡猾的, 巧妙的, 可爱的；[法] 狡猾的的, 狡诈的, 熟练的
knead|knead vt. 揉, 按摩, 捏；[机] 揉合
pitiful|pitiful a. 慈悲的, 可怜的, 令人同情的, 可鄙的
meander|meander n. (河流的)蜿蜒, 漫步, 迂回旅行；vi. 蜿蜒流动, 漫步；vt. 使蜿蜒曲折
imbue|imbue vt. 使感染, 灌输, 使浸透
astound|astound vt. 使惊骇, 使大惊
limbo|limbo n. 地狱边缘, 监狱, 忘却；[法] 监狱, 拘禁, 忘却
gimmick|gimmick n. 暗机关；vt. 耍花招改变, 使暗机关
epoch|epoch n. 新纪元, 时代, 时期
earthy|earthy a. 土的, 土质的, 土味的
rustle|rustle n. 沙沙声, 瑟瑟声, 飒飒声, 急忙；vi. 发出沙沙声；vt. 使飒飒作响
pious|pious a. 虔诚的, 敬神的, 尽责的, 可嘉的, 不可能实现的
perilous|perilous a. 危险的, 濒临毁灭的
culmination|culmination n. 顶点, 高潮, 最高点
equator|equator n. 赤道；[医] 赤道, 中纬线
composure|composure n. 镇静, 沉着
fortify|fortify vt. 设要塞于, 加强, 使坚强, 增加；vi. 筑防御工事
piercing|piercing a. 尖厉的, 刺耳的, 刺骨的, 刺穿的, 敏锐的, 彻骨的, 辛辣的, 讽刺的；[化] 冲孔
sheen|sheen n. 光辉, 光彩, 光泽；a. 光辉的, 发光的, 有光泽的；vi. 发出光泽
apparition|apparition n. 鬼, 幽灵, 幻影
calculus|calculus n. 结石；微积分学
compulsory|compulsory a. 被强制的, 强迫的, 义务的；[经] 强迫的, 强制的
skewer|skewer n. 串肉棒, 烤肉叉子, 针状物；vt. 刺穿, 串住, 讽刺
crease|crease n. 皱痕, 折痕；v. (使)起皱痕
sneer|sneer n. 冷笑, 嘲笑；vi. 嘲笑, 冷笑；vt. 嘲笑着说, 嘲笑得使
egalitarian|egalitarian a. 平等主义的；n. 平等主义
boo|boo v. 嘘(某人), 喝倒彩；interj. 嘘
scuttle|scuttle n. 箩, 筐, 急速逃走, 天窗, 小舱口；vi. 急速逃走, 急忙撤退；vt. 凿沉, 毁坏
colossal|colossal a. 巨大的, 巨像似的
insomnia|insomnia n. 失眠症；[医] 失眠[症]
accomplice|accomplice n. 共犯, 同谋；[医] 协同菌
coalesce|coalesce vi. 合并, 联合, 合生；[计] 结合
idiom|idiom n. 习语, 成语, 惯用语法, 方言
aversion|aversion n. 厌恶, 讨厌的事, 讨厌的人；[医] 厌恶, 移转, 移位
adherent|adherent n. 信徒, 追随者；a. 附着的, 发生联系的
fluctuate|fluctuate vi. 变动, 起伏, 动摇；vt. 使波动, 使动摇
impasse|impasse n. 难局, 僵局, 死路, 死胡同
pessimism|pessimism n. 悲观, 悲观情绪, 悲观主义；[医] 悲观主义
glitch|glitch [计] 假信号
immaculate|immaculate a. 无污点的, 纯洁的, 无缺点的, 无辜的；[医] 无斑点, 无瑕疵的, 洁净的
hasty|hasty a. 匆匆的, 轻率的, 性怠的
cosmopolitan|cosmopolitan a. 世界主义的, 世界性的, 全世界的, 遍生的, 不偏狭的, 卓有见识的；n. 世界主义者, 世界性
utensil|utensil n. 器皿, 用具
substantiate|substantiate vt. 使实体化, 证实；[经] 确证
appall|appall vt. 使丧胆, 使惊骇
captivate|captivate vt. 迷住, 迷惑
detonate|detonate vt. 引爆, 使爆炸, 使爆裂；vi. 爆炸, 发爆炸声
momentous|momentous a. 重大的, 重要的
forfeit|forfeit n. 没收物, 罚金, 丧失；vt. 没收, 丧失；a. 丧失了的
pawn|pawn n. 典当, 抵押物, 人质, (象棋)兵, 马前卒, 工具；vt. 当掉, 以...担保
wobble|wobble n. 摆动, 摇晃, 不稳定, 抖动；vi. 摇晃, 摇摆, 游移不定；vt. 使摇摆, 使颤动
underwrite|underwrite vt. 签名于下, 给...保险；vi. 经营保险业
sheath|sheath n. 鞘, 叶鞘, 翅鞘；[化] 护套
covet|covet v. 妄想, 垂涎
provocation|provocation n. 激怒, 刺激, 挑拨；[医] 激发[作用]
loathe|loathe vt. 厌恶, 憎恶
soggy|soggy a. 浸水的, 沉闷的；[化] 欠硫; 硫化不足
gnaw|gnaw v. 咬, 啃, 侵蚀, 消耗, 折磨
euphoria|euphoria n. 兴奋, 陶醉, 陶醉感；[医] 精神愉快, 欣快
detergent|detergent n. 清洁剂；[化] 洗涤剂
mesa|mesa n. 台面, 岩滩, 平顶山
embellish|embellish vt. 修饰, 装饰, 润色
reverberate|reverberate vi. 回响, 反响, 被反射；vt. 使反响, 使回响, 反射；a. 回响的, 反射的
pendulum|pendulum n. 钟摆, 摇锤, 摇摆不定的事态(或局面)；[化] 摆
subdue|subdue vt. 使服从, 压制, 减弱, 抑制, 克制
puberty|puberty n. 青春期, 春情发动期；[医] 青春期(12-17岁)
pinnacle|pinnacle n. 小尖塔, 尖峰, 高峰, 极点；vt. 造小尖塔, 置于尖顶上
ecumenical|ecumenical a. 一般的, 普遍的, 全基督教的, 泛基督教主义的
forgo|forgo vt. 摒绝, 放弃
aperture|aperture n. 孔, 缝隙, 孔径；[计] 窗孔; 小孔
smug|smug a. 自以为是的, 自鸣得意的, 整洁的；n. 书呆子, 自命不凡的家伙
placid|placid a. 平静的, 温和的, 沉着的, 平稳的
herald|herald n. 使者, 传令官, 先驱；vt. 预报, 宣布, 传达, 欢呼
escalation|escalation n. 扩大, 增加；[经] 调查, 价格调整
aloft|aloft adv. 在高处, 在上
manifesto|manifesto n. 宣言, 声明
congregate|congregate v. (使)集合, (使)聚集；a. 集合在一起的, 集体的
hallucination|hallucination n. 幻觉, 幻想；[医] 幻觉
tantrum|tantrum n. 发脾气, 发怒；[医] 暴怒, 发脾气
bleachers|bleachers n. 漂白剂（bleacher的复数形式）；（美）露天看台
suffocate|suffocate vt. 使窒息, 噎住, 闷熄；vi. 闷死, 窒息, 受阻
propeller|propeller n. 螺旋桨, 推进器；[化] 搅拌叶片; 螺旋桨
cyclical|cyclical a. 周期的, 轮转的, 循环的, 轮列的, 轮卷的, 环状的, 环的, 组诗的, 始末的；[计] 循环的
byzantine|byzantine a. 拜占庭帝国的, 拜占庭式的
exhaustive|exhaustive a. 消耗的, 枯竭的, 彻底的, 详尽的
floppy|floppy a. 叭嗒叭嗒响的, 松软的
calamity|calamity n. 灾难, 不幸事件
conclusive|conclusive a. 决定性的, 确定性的, 最后的；[法] 决定性的, 不容置疑的, 确实的
duel|duel n. 决斗, 斗争；vi. 决斗
glimmer|glimmer n. 一丝光线, 微光, 少许；vi. 发微光
transgression|transgression n. 违反, 犯罪；[医] 亲和转移
legislate|legislate vi. 制定法律；vt. 用立法规定
bombardment|bombardment n. 炮击；[化] 轰击
tundra|tundra n. 苔原, 冻原
fiasco|fiasco n. 惨败, 大失败
epitomize|epitomize vt. 摘要, 概括
spruce|spruce n. 云杉；a. 颇为干净的, 俏的, 整洁的；v. (使)显干净, 打扮整齐
hunk|hunk n. 大块；a. 行的, 好的
aberration|aberration n. 离开正路, 偏离, 畸变, 光行差, 心理失常, 色差；[化] 光行差; 像差
incision|incision n. 切口, 切割, 雕刻, 切入；[医] 切口, 切开, 缺口(叶)
stealth|stealth n. 秘密行动, 秘密, 鬼祟；[法] 秘密行动, 鬼祟
calculated|calculated a. 有计划的, 适当的, 适合的, 计算出的；[机] 算清了的
incarcerate|incarcerate vt. 下狱, 监禁, 禁闭；[法] 监禁, 使下狱, 禁闭
defuse|defuse vt. 去掉...的引信, 平息
aptitude|aptitude n. 资质, 才能, 自然倾向；[医] 资质, 才能
pedagogy|pedagogy n. 教育学, 教授法, 教学工作
obscurity|obscurity n. 阴暗, 朦胧, 晦涩, 费解, 身份低微
trance|trance n. 昏睡状态, 恍惚, 着迷；vt. 使恍惚, 使发呆
appease|appease vt. 抚慰, 缓解, 平息, 姑息；[法] 使和缓, 使满足, 姑息
jargon|jargon n. 专门术语, 行话, 梦话, 土语；[计] 行话
acclaim|acclaim n. 喝彩, 欢呼, 赞同；v. 欢呼, 喝彩, 称赞
skyrocket|skyrocket vi. 飞涨, 突升；n. 焰火
admonish|admonish vt. 警告, 劝告, 训诫, 告诫
overriding|overriding [医] [骨折端]重迭, 架迭
mania|mania n. 狂躁, 热衷, 狂热；[医] 躁狂, 狂
animate|animate vt. 使有生气, 赋予生命；a. 有生命的, 有生气的
cramp|cramp n. 痉挛, 腹部绞痛, 铁夹钳；a. 狭窄的, 难认的；vt. 使抽筋, 以铁箍扣紧, 束缚
concoct|concoct vt. 调合, 捏造, 编造；[建] 调制, 混合
billow|billow n. 巨浪；vi. 象巨浪般汹涌, 象巨浪般波动；vt. 使翻腾
ledger|ledger n. 分类帐, 分户总帐, 盖墓石板, 横木；[经] 分户帐, 分类帐
sham|sham n. 假, 赝品, 骗子, 哄骗；a. 假的, 伪造的；vt. 假装, 冒充；vi. 装假
virtuous|virtuous a. 品德高尚的, 公正的, 贞洁的, 有效力的
underdog|underdog n. 斗败了的狗, 失败者, 受害者；[法] 受压迫者, 在不健全的社会的受害者
sadden|sadden vt. 使忧愁, 使悲哀；vi. 忧愁, 悲哀
emerald|emerald n. 翡翠, 绿宝石, 翠绿色；a. 翡翠的, 翠绿色的
meditate|meditate vt. 想, 考虑, 计划；vi. 沉思, 反省
pagan|pagan n. 异教徒, 无宗教信仰者；a. 异教的, 异教徒的
exuberant|exuberant a. 繁茂的, 丰富的, 生气勃勃的；[医] 生成过多的, 高度增生的
diffuse|diffuse v. 散播, 传播；a. 散开的, 弥漫的
refresh|refresh vt. 使清新, 使恢复, 使生气蓬勃；vi. 提起精神, 恢复精神, 吃点心, 喝饮料；vt. 刷新, 重新整理；vi. 刷新, 重新整理；[计] 刷新, 重新整理
negate|negate vt. 否定, 否认, 取消；[计] 非
craving|craving n. 渴望, 热望；[医] 瘾, 癖, 嗜欲
mountainous|mountainous a. 多山的, 如山的, 巨大的
insidious|insidious a. 隐伏的, 阴险的, 狡猾的；[医] 隐袭的
arson|arson n. 纵火, 纵火罪；[法] 纵火, 放火
antarctic|antarctic a. 南极的, 南极地带的；n. 南极地区
evict|evict vt. 逐出, 赶出, 驱逐；[法] 逐出, 驱逐, 没收
impartial|impartial a. 公平的, 不偏不倚的；[法] 公正无私的, 不偏袒的, 公平的
originality|originality n. 创意, 新奇, 独创能力, 原始
clinch|clinch n. 钉牢；v. 敲弯, 用臂钳住
gratification|gratification n. 令人满足的事(或物), 满足, 喜悦；[医] 愿望满足, 满意
brim|brim n. 边, 边缘, (河)边；vt. 注满, 使满溢；vi. 满溢
mayhem|mayhem n. 蓄意的破坏, 故意的伤害罪；[医] 伤残, 残废
crayon|crayon n. 蜡笔, 蜡笔画；vt. 以蜡笔作画
snarl|snarl vi. 吼叫, 怒骂, 缠结；vt. 咆哮着说, 搞乱, 使缠结；n. 咆哮, 吼叫, 怒骂, 缠结, 混乱
malignant|malignant a. 有恶意的, 恶性的, 有害的；[化] 恶性的
indignation|indignation n. 愤怒, 愤慨, 义愤
engrave|engrave vt. 刻上, 雕刻, 铭记
wry|wry a. 扭歪的, 歪曲的, 歪斜的；v. 扭曲, 扭歪
heyday|heyday n. 全盛期；interj. 嘿
prerogative|prerogative n. 特权, 君权, 职权；a. 特权的, 行使特权的
grotesque|grotesque n. 奇异风格, 怪异图案；a. 奇怪的, 可笑的
maverick|maverick n. 未烙饲主印记的小牛, 持不同意见的人；vi. 迷路
illiterate|illiterate n. 文盲；a. 目不识丁的, 没受教育的
intermittent|intermittent a. 间歇的, 断断续续的；[化] 间歇的; 间断的
agrarian|agrarian a. 土地的, 耕地的；[法] 土地的, 土地所有制的
cumbersome|cumbersome a. 笨重的, 麻烦的, 累赘的
enamel|enamel n. 珐琅, 瓷釉；vt. 涂以瓷釉, 彩饰
cede|cede vt. 割让；[法] 割让, 让与, 放弃
utilitarian|utilitarian a. 有效用的, 实利主义的, 功利主义的；n. 功利主义者
pertain|pertain vi. 从属于, 关于, 涉及, 附属, 适合, 相称；[法] 属于, 从属, 附属
overrule|overrule vt. 统治, 威压, 打败, 驳回；[法] 否决, 驳回, 批驳
civility|civility n. 礼貌, 礼仪
rind|rind n. 树皮, 壳, 外表；vt. 削皮, 剥壳
cadence|cadence n. 韵律, 抑扬, 调子, 节奏；[电] 步调
assured|assured a. 确定的, 自信的；[经] 被保险人, 被保证者, 投保人
proliferate|proliferate vi. 增殖, 激增, 扩散；vt. 使激增
migratory|migratory a. 迁移的, 流浪的
gull|gull n. 鸥, 易受骗之人, 呆子；vt. 欺诈, 骗
accrue|accrue vi. 自然增加, 产生；[经] 应计, 产生, 出现
concussion|concussion n. 剧烈摇动, 震荡；[医] 震荡
regal|regal a. 帝王的, 适于帝王的
detour|detour n. 绕路, 迂回；v. (使)绕道
exude|exude v. (使)流出, (使)渗出
gorge|gorge n. 峡谷, 凹槽, 塞饱, 咽喉；vi. 狼吞虎咽；vt. 塞饱, 狼吞虎咽地吃
stagnant|stagnant a. 不流动的, 停滞的, 不景气的, 萧条的, 污浊的, 迟钝的；[经] 萧条的
quirk|quirk n. 古怪举动, 俏皮话, 急转
