# GRE 词汇词典
# GRE 研究生入学考试词汇
# 共 7479 条
# 格式: word|translation

typhoon|typhoon n. 台风
proscribe|proscribe vt. 剥夺...的公民权, 使失去法律保护, 把...充军, 把...放逐, 排斥, 禁止
roundabout|roundabout a. 迂回的, 委婉的；n. 迂回路线
brusque|brusque a. 唐突的, 直率的
instrumentalist|instrumentalist n. 工具主义者；乐器演奏家
skimp|skimp vt. 少给, 克扣；vi. 吝啬；a. 少的, 不足的
mercurial|mercurial a. 水星的, 敏捷的, 活泼的, 水银的；n. 汞剂
abrogate|abrogate vt. 废除, 取消；[经] 取消, 废除, 不生效(的法令)
doodle|doodle vi. 涂鸦, 混时间；n. 傻子
wizardry|wizardry n. 巫术
supine|supine a. 仰卧的, 掌心向上的, 懒散的；[医] 仰卧的, 旋后的
ineffable|ineffable a. 无法形容的, 不可言喻的, 避讳的
incisive|incisive a. 敏锐的, 机敏的, 激烈的, 切入的, 锋利的；[医] 切牙的, 切的
alias|alias n. 别名, 化名；adv. 以化名为人所知；[计] 别名; 替换入口
impostor|impostor n. 冒名顶替者, 骗子, 冒牌
xenophobia|xenophobia n. 无端畏惧和憎恨外国人/陌生人, 对外国人的畏惧和憎恨；[医] 生客恐怖
chortle|chortle vi. 咯咯笑；n. 咯咯的欢笑(声)
potpourri|potpourri n. 混合物, 杂曲, 混成曲, 杂集, 大杂烩
doting|doting a. 偏爱的, 溺爱的
annul|annul vt. 废除, 宣告无效, 取消；[经] 撤销, 宣告无效
ensign|ensign n. 旗, 海军少尉, 徽章
sparring|sparring n. 对打；夹条板, 保护条
bromide|bromide n. 溴化物, 庸俗的人；[化] 溴化物
contrite|contrite a. 悔悟了的, 后悔的, 痛悔的
indoctrinate|indoctrinate vt. 教训, 教导, 灌输
commonsense|commonsense a. 有常识的, 一望而知的, 明明白白的
amicable|amicable a. 友善的, 友好的；[法] 友好的, 和睦的, 温和的
diminution|diminution n. 减少, 缩小, 减低；[医] 减少, 减小
satirize|satirize vt. 讽刺, 挖苦；vi. 写讽刺作品
pauper|pauper n. 贫民, 靠救济度日者, 穷人, 乞丐；[法] 贫民, 穷人
duckling|duckling n. 小鸭子
surrealism|surrealism n. 超现实主义；[法] 超现实主义
inane|inane a. 空虚的, 愚蠢的, 空洞的；n. 空洞乏物
capillary|capillary n. 毛细管；a. 毛状的, 毛细管的
chimera|chimera n. 客迈拉(狮头、羊身、蛇尾的吐火女怪), 假想的妖怪, 妄想；[医] 嵌合体
verve|verve n. 热情, 气魄, 神韵, 活力
pithy|pithy a. 有髓的, 由髓组成的, 简洁有力的
harrow|harrow n. 哈罗公学, 耙；vt. 耙掘, 伤害, 使苦恼；vi. 被耙松
molar|molar a. 磨碎的, 臼齿的, 摩尔的, 克分子的；n. 臼齿, 磨牙
gradation|gradation n. 逐渐变化, 分等级, 阶级, 顺序；[电] 阶度
declassify|declassify vt. (文件)解密, 从机密表删除
gratuity|gratuity n. 小费, 赠物, 赏钱；[经] 小帐, 赏金, 退职金
solicitous|solicitous a. 关心的, 渴望的, 热切期望的, 十分讲究的
scorching|scorching a. 灼热的, 激烈的；[化] 焦烧; 过早硫化
maul|maul n. 大槌；vt. 打伤, 粗手粗脚地摆弄, 抨击
disentangle|disentangle vi. 解开纠结, 松开, 解决；vt. 解开, 松开
splint|splint n. 薄木片, 细木梗, 夹板, 薄金属片；vt. 用夹板固定
auger|auger n. 螺旋钻, 木螺钻；[机] 木螺钻
boggle|boggle vi. 犹豫, 踌躇, 吃惊, 搪塞；vt. 搞坏；n. 犹豫, 吃惊
morose|morose a. 郁闷的, 孤僻的
wile|wile n. 诡计, 狡猾；vt. 引诱, 诱骗, 消遣
disheveled|disheveled a. 凌乱的,不整洁的
unsound|unsound a. 不健全的, 有病的, 腐烂的, 谬误的, 不牢靠的；[医] 不健康的, 不健全的, 有病的
slough|slough n. 泥沼, 沼泽, 蜕下的皮, 腐肉；vt. 使陷入泥沼, 使沉沦, 脱落, 抛弃；vi. 在泥浆中跋涉, 蜕皮, 脱落
moldy|moldy a. 发霉的, 腐臭的
medicate|medicate vt. 用药治疗；[医] 用药治疗, 投药, 加药, 使含药
fitful|fitful a. 断断续续的, 一阵阵的, 间歇的
vivacious|vivacious a. 活泼的, 快活的, 多年生的
vicar|vicar n. 教区牧师, 教堂主持, 代理人；[法] 代表, 代理牧师, 代理主教
ditty|ditty n. 小调, 小曲
conjugal|conjugal a. 婚姻的, 配偶的；[医] 夫妇的
redolent|redolent a. 芬芳的, 有...香味的, 令人想起...的
lint|lint n. 绷带用麻布, 皮棉；[医] 绒布(外科用布)
manifold|manifold n. 复印本, 多种；a. 多种的, 有许多部分的, 多方面的；vt. 复写, 使多样化, 增多
thrall|thrall n. 奴隶, 束缚, 奴役
mollify|mollify vt. 平息, 缓和, 减轻, 使变软
prostrate|prostrate a. 拜倒的, 降伏的, 俯卧的, 衰竭的, 沮丧的；vt. 弄倒, 使屈服, 使俯伏, 使平卧
salve|salve n. 油膏, 药膏, 安慰, 奉承话；vt. 涂油膏于, 安慰, 缓和, 抢救, 打捞
savant|savant n. 学者, 专家
acclimate|acclimate vt. 使适应, 使服水土；vi. 服水土, 适应新环境
lathe|lathe n. 车床；vt. 用车床加工
guzzle|guzzle v. 狂饮, 暴食, 喝酒化掉(钱)
forte|forte n. 长处, 特长, 拿手, 优点
thrifty|thrifty a. 节俭的, 兴旺的, 繁茂的
slacken|slacken vt. 使松弛, 放松, 放慢；vi. 变松弛, 减弱, 松劲
sledge|sledge n. 雪橇, 大锤；vt. 用雪橇搬运；vi. 坐雪橇
cornucopia|cornucopia n. 丰盛；[医] 外侧隐窝(第四脑室)
restive|restive a. 不愿向前走的, 倔强的, 难驾御的
figurehead|figurehead n. 装饰船头的人像, 傀儡领袖
bluster|bluster vt. 风狂吹, 咆哮, 汹涌；vi. 咆哮着说出, 恐吓；n. 狂风声, 巨浪声, 夸口, 大话
raffle|raffle n. 抽彩售货, 废物；vt. 抽彩售货；vi. 抽彩
stodgy|stodgy a. 易吃饱的, 塞满的, 平凡的, 庸俗的, 步履艰难的
digression|digression n. 离题, 扯到枝节上, 偏离
pleat|pleat n. 褶, 褶状物；vt. 打褶, 把...编成辫
astrology|astrology n. 占星术, 占星学
bane|bane n. 祸根, 毒药, 灭亡的原因, 灭亡；[医] 毒物, 毒, 毒药
venerate|venerate vt. 尊敬, 崇敬, 崇拜
benediction|benediction n. 祝福
demarcate|demarcate vt. 定界, 分开, 区别
carrion|carrion n. 死肉, 腐肉；a. 腐肉的, 似腐肉的, 吃腐肉的
immensity|immensity n. 广大, 无边, 巨物
flange|flange n. 边缘, 轮缘, 凸缘；vt. 装凸缘
kudos|kudos n. 称赞, 光荣, 荣誉
ostensible|ostensible a. 表面的, 假装的, 看得出的；[经] 表面的, 诡称的
polemical|polemical a. 好辩的；好争论的；挑起论战的
aberrant|aberrant a. 偏离正路的, 偏离常轨的, 畸变的；[化] 异常的
slippage|slippage n. 滑移, 滑动, 滑程；[经] 延误
deranged|deranged a. 精神错乱的, 疯狂的
gangly|gangly a. 身材瘦长的
underling|underling n. 部下, 下手, 下属
mirth|mirth n. 欢笑, 欢乐, 愉快
splashy|splashy a. 容易溅开的, 泥泞的, 遍布斑点的
torrential|torrential a. 奔流的, 急流的, 猛烈的
insubstantial|insubstantial a. 脆弱的, 无实体的, 非实质的
omniscient|omniscient a. 全知的, 无所不知的；n. 无所不知者, 上帝
overreach|overreach vt. 扩展...以上, 过度伸张, 走过头；vi. 伸得过远, 过分, 过火
badger|badger n. 獾, 獾皮毛；vt. 纠缠
singe|singe v. 烧焦, 烤焦
chrysanthemum|chrysanthemum n. 菊花
tawdry|tawdry a. 廉价而俗丽的；n. 廉价而俗丽之物
teem|teem vi. 充满, 充足, 倾注；vt. 倒出
pandemonium|pandemonium n. 魔窟, 地狱, 阎王殿, 无法无天, 一片混乱, 大混乱, 大吵大闹, 乌烟瘴气
spoof|spoof n. 幽默的讽刺诗文, 愚弄, 戏弄；v. 对...作幽默讽刺, 戏弄, 哄骗；a. 哄骗认的
despot|despot n. 专制君主, 暴君；[法] 暴君, 专制君主
flay|flay vt. 剥皮, 去皮, 抢夺；[医] 剥皮, 剥兽皮
academician|academician n. 学会会员, 院士, 学究, 大学生, 学者
trickery|trickery n. 欺骗, 欺诈, 诡计；[法] 诡计, 奸计, 诈骗
floodgate|floodgate n. 水门, 水闸, 防潮水闸
yielding|yielding a. 生产的, 屈从的, 柔顺的, 易弯曲的；[化] 屈服
grounded|grounded a. [物]接地的；有基础的
missive|missive n. 公文, 书信；a. 送出的
maven|maven n. 内行, 专家
unearthly|unearthly a. 非世间的, 神秘的, 怪异的
nauseate|nauseate vi. 作呕, 产生恶感, 厌恶；vt. 使厌恶, 使恶心
grasping|grasping a. 抓的, 握的, 贪婪的
neurology|neurology n. 神经病学；[医] 神经病学
dejected|dejected a. 沮丧的, 灰心的
demography|demography n. 人口统计学；[医] 人口学, 人口统计学
blotch|blotch n. 大斑点, 污斑, 疹块；[医] 污点, 斑点
tedium|tedium n. 单调乏味, 沉闷
embezzlement|embezzlement n. 盗用, 挪用, 侵占；[经] 贪污, 盗用(公款), 监守自盗
serenade|serenade n. 小夜曲；v. 唱小夜曲
infernal|infernal a. 阴间的, 恶魔的
lethargy|lethargy n. 昏睡, 瞌睡, 无力气；[医] 昏睡, 嗜眠
depravity|depravity n. 堕落, 腐败, 邪恶；[法] 堕落, 腐化, 败坏
pillage|pillage n. 掠夺, 抢劫, 掠夺物, 战利品；v. 掠夺, 抢劫
flabby|flabby a. 软弱的, 没气力的, 不稳的, 松弛的
recluse|recluse a. 隐遁的, 偏僻的；n. 隐遁者, 遁世者
beseech|beseech v. 恳求, 哀求
finicky|finicky a. 过分注意的, 过分周到的, 过分讲究的
panache|panache n. 羽饰, 夸示, 假威风, 炫耀
spartan|spartan a. 斯巴达的, 斯巴达式的, 刚强的, 勇敢的, 好战的, 严峻的, 简朴的, 艰苦的；n. 斯巴达人, 勇士, 坚韧不拔的人
duplicity|duplicity n. 口是心非, 不诚实, 表里不一；[医] 并胚, 双畸胎, 联胎
bludgeon|bludgeon n. 大头棒；[法] 棍, 棍打
tamp|tamp vt. 用粘土填塞, 捣固, 夯实；n. 捣棒, 夯
demystify|demystify vt. 使非神秘化
finery|finery n. (华丽的)装饰, (华丽的)服饰, 鲜艳服装, 幽雅, 精炼炉；[化] 木炭吹炼炉; 木炭精炼炉
senile|senile a. 高龄的, 衰老的, 老年期的；[医] 老年的
roe|roe n. 狍, 鱼子, 鱼卵；[医] 鱼卵, 牝鹿
terminus|terminus n. 终点, 界标, 终点站；[法] 界标, 界牌, 界石
rivulet|rivulet n. 小河
brawny|brawny a. 肌肉结实的, 顽强的；[医] 多肉的, 肌肤的
mutilate|mutilate vt. 切断, 使残废, 使不完整；[医] 致残毁
prance|prance n. (马)腾跃, 昂首阔步；vi. 腾跃, 昂首阔步；vt. 使腾跃
reprise|reprise n. 年金, 重演, 重复；vt. 重演, 重奏
sundry|sundry a. 各式各样的；[经] 杂的, 各种, 各式各样的
loiter|loiter v. 闲荡, 虚度, 徘徊
guillotine|guillotine n. 断头台, 截断机, 切除器；vt. 用断头台斩首, 用截断机切
indecisive|indecisive a. 非决定性的, 犹豫不决的, 不明确的
dispassionate|dispassionate a. 冷静的, 不带感情的
acrimonious|acrimonious a. 尖刻的, 讥讽的, 激烈的
synchronous|synchronous a. 同时的, 同步的；[计] 同步
aqueduct|aqueduct n. 水管, 沟渠, 导管；[医] 水管
disinfect|disinfect vt. 消毒；[医] 消毒
ineptitude|ineptitude n. 不适当, 愚笨, 愚昧言行；[法] 不称职, 无能, 不适当
girdle|girdle n. 腰带, 围绕物；vt. 用腰带束缚, 围绕
potable|potable a. 适于饮用的；n. 饮料
pliable|pliable a. 易弯的, 柔顺的, 圆通的
dote|dote vi. 昏聩, 溺爱
raspy|raspy a. 刺耳的, 粗糙的, 易怒的
theocracy|theocracy n. 神权政治, 神权国
unguarded|unguarded a. 没有防卫的, 不留神的, 不小心的, 大意的
circuitous|circuitous a. 迂回的, 间接的, 绕行的
purgatory|purgatory n. 涤罪, 炼狱；a. 涤罪的
transgress|transgress vt. 违反, 犯罪, 侵犯；vi. 越界, 违法
plenary|plenary a. 充分的, 完全的, 全体出席的；[经] 正式的, 充分的, 全体出席的
fag|fag n. 吃力的工作, 苦工；vi. 努力地工作；vt. 使劳累
uninitiated|uninitiated a. 外行的, 缺少经验的
contrition|contrition n. 完全悔悟, 悔改, 悔罪
wrangle|wrangle vi. 争论, 口角；vt. 辩驳, 放牧；n. 口角, 吵嘴
stylus|stylus n. 铁笔, 尖笔, 唱针；[计] 指示笔
cogent|cogent a. 使人首肯的, 使人信服的, 中肯切题的；[法] 有说服力的, 无法反驳的
azure|azure n. 天蓝色, 碧空；a. 蔚蓝的
infantile|infantile a. 婴儿的, 幼稚的, 初期的；[医] 婴儿的, 幼稚的
nonchalant|nonchalant a. 不关心的, 冷淡的, 无动于衷的
symbiosis|symbiosis n. 共栖, 共同生活；[化] 类聚效应
trite|trite a. 老一套的, 陈腐的, 用坏的
moralistic|moralistic a. 道德家的, 说教的, 道德主义的
girder|girder n. 大梁, 主梁；[化] 撑杆
colander|colander n. 滤器；[建] 滤器
gallows|gallows n. 绞架, 绞刑；[法] 绞刑架, 绞台, 绞刑
tortuous|tortuous a. 扭曲的, 弯曲的, 转弯抹角的, 欺骗的；[医] 纡曲的, 弯曲的
cleft|cleft n. 裂缝, 裂口；a. 劈开的；cleave的过去式和过去分词
hearten|hearten vt. 使振作, 激励；vi. 振作
coda|coda n. 尾音, 乐章结尾部, 结尾段
chalice|chalice n. 酒杯, 圣餐杯
granule|granule n. 小粒, 细粒, 颗粒；[计] 区组
lethargic|lethargic a. 昏睡的, 无生气的, 泠漠的, 冷淡的；[医] 昏睡的, 嗜眠的
leniency|leniency n. 宽大, 温和, 慈悲为怀；[法] 宽大, 宽恕, 仁慈
ferret|ferret n. 白鼬, 雪貂, 侦探；vt. 用雪貂打猎, 搜出, 驱出；vi. 搜索
solemnity|solemnity n. 严肃, 一本正经；[法] 要式, 庄严的仪式, 严肃
unrepentant|unrepentant a. 不改悔的, 不悔悟的, 顽固不化的；[法] 毫不悔改的
hydrate|hydrate n. 水合物, 水化合物, 氢氧化物；vt. 使成水化合物
pallid|pallid a. 苍白的, 暗淡的, 无生气的
consecrate|consecrate vt. 把...供祭祀用, 奉献, 使神圣；a. 被献给神的, 神圣的
revue|revue n. 时事剧, 活报剧
heretical|heretical a. 异教的, 异端的
obelisk|obelisk n. 方尖塔, 剑号, 疑问记号
colossus|colossus n. 巨像, 巨人
ironclad|ironclad a. 装甲的, 铁定的；[法] 打不破, 装甲的, 镶铁的
subjugate|subjugate vt. 征服, 使服从, 抑制, 克制
filly|filly n. 小雌马, 小姑娘
analgesic|analgesic a. 止痛的, 痛觉缺失的；n. 止痛剂
dawdle|dawdle v. 游手好闲, 混日子
monogamy|monogamy n. 一夫一妻制；[医] 单配
presupposition|presupposition n. 预想, 假定, 预先推测
rambunctious|rambunctious a. 粗暴的, 难控制的, 喧闹的
sanctify|sanctify vt. 使神圣, 奉献给神, 使成为神圣之物
perishable|perishable a. 易腐坏的, 会枯萎的, 易毁灭的, 不经久的；n. 易腐坏的东西
myopic|myopic a. [眼科]近视的；目光短浅的
sonata|sonata n. 奏鸣曲
corporeal|corporeal a. 肉体的, 有形的, 物质的；[法] 有体的, 具体的, 物质的
resplendent|resplendent a. 辉煌的, 灿烂的
immanent|immanent a. 内在的, 固有的
slander|slander n. 中伤, 诽谤；vt. 中伤, 诽谤
repatriate|repatriate vt. 把...遣返；vi. 回国；n. 被遣返回国者
hubbub|hubbub n. 吵闹声, 叫嚷声, 混乱
cavalier|cavalier n. 骑士, 骑手
obviate|obviate vt. 除去, 排除, 使成为不必要, 避免
monochromatic|monochromatic a. 单色的, 单频的；[化] 单色的
demagogue|demagogue n. 煽动者
biennial|biennial n. 两年生植物, 两年一次的事；a. 两年生的, 两年一次的
botany|botany n. 植物学；[医] 植物学
ogle|ogle n. 眉目传情；vt. 挑逗地注视；vi. 做媚眼
excrete|excrete vt. 排泄, 分泌；[医] 排泄, 分泌
dyslexia|dyslexia n. 诵读困难；[医] 诵读困难
vermin|vermin n. 害虫, 歹徒；[医] 虫, 体外寄生虫(如蚤、臭虫、蚤等)
stencil|stencil n. 模版, 蜡纸；vt. 用蜡纸印, 用模版印刷
mettle|mettle n. 气质, 耐力, 勇气
serviceable|serviceable a. 有用的, 耐用的；[化] 能操作的
cleave|cleave vt. 劈开, 分开；vi. 劈开, 分开, 粘着, 依恋
acolyte|acolyte n. 侍僧, 助手
outwit|outwit vt. 瞒骗, 以智取胜
rhinestone|rhinestone n. 莱茵石
burnish|burnish vt. 擦亮, 打磨, 磨光；vi. 磨光发亮；n. 光辉, 光泽
foible|foible n. 弱点, 缺点
tadpole|tadpole n. 蝌蚪
virtuosity|virtuosity n. 精湛技巧, 对古董等的爱好
fractional|fractional a. 部分的, 碎片的, 微少的, 断片的, 分数的, 分馏的；[计] T1电路
carnivorous|carnivorous a. 食肉的；[医] 食肉的
cleaver|cleaver n. 切肉刀, 切割者, 劈脊；[医] 劈刀
ingrained|ingrained a. 根深蒂固的, 彻底的, 深染的
derivation|derivation n. 推论, 推导, 来历；[医] 衍化, 诱导
irrepressible|irrepressible a. 约束不住的, 抑制不住的
serrated|serrated a. 锯齿状的；[医] 锯齿状的
averse|averse a. 不愿意的, 反对的
ungainly|ungainly a. 难看的, 不优雅的, 粗陋的
invigorate|invigorate vt. 使精力充沛, 鼓舞, 搞活, 使健壮
technocrat|technocrat n. 技术专家治国论者, 技术专家统治论者
capsize|capsize v. 翻覆, 倾覆
onus|onus n. 负担, 责任, 义务, 过失, 耻辱；[法] 责任, 义务, 负担
begrudge|begrudge vt. 嫉妒, 羡慕, 勉强允给, 吝惜
metamorphose|metamorphose vt. 使变形, 使变态, 使变质；vi. 变形, 变质
gnat|gnat n. 小昆虫, 蚊子, 小烦扰；[医] 蚊, 蚋
scrappy|scrappy a. 杂凑的, 不连贯的, 爱打架的, 坚决的
appreciable|appreciable a. 可感知的, 可评估的
impressionable|impressionable a. 易感的, 敏感的, 可塑的
serpentine|serpentine a. 蛇的, 层层卷绕的, 阴险的, 迂回的；n. 蛇纹石, 弯弯曲曲之物；vi. 蜿蜒；vt. 使迂回曲折地行进
aphorism|aphorism n. 格言, 警语
shuck|shuck n. 壳, 外皮, 牡蛎壳；v. 剥去, 脱去
dynamo|dynamo n. 发电机；[医] 电机, 发电机
mime|mime n. 哑剧, 小丑, 滑稽戏；v. 摸拟表演；[计] 多用途互连网邮件扩展
pulverize|pulverize vt. 把...磨成粉；vi. 变成粉
listless|listless a. 倦怠的, 无精打采的；[经] 交易清淡的
ingestion|ingestion n. 摄取；[医] 食入, 摄食
straggle|straggle vi. 掉队, 落伍, 蔓延, 散乱；n. 低空扫射
demur|demur vi. 提出异议, 反对, 抗辩；n. 异议, 反对
encyclopedic|encyclopedic a. 如百科辞典的, 百科全书式的
arresting|arresting a. 引人注意的；[计] 定位
neurosis|neurosis n. 神经症, 神经机能病；[医] 神经机能病, 神经[官能]症
enmesh|enmesh vt. 使绊住, 使陷入
olfactory|olfactory a. 嗅觉的, 味道的；n. 嗅觉器官, 嗅神经
vandalize|vandalize vt. 肆意破坏；[法] 摧残文化, 破坏财产
unobtrusive|unobtrusive a. 不唐突的, 不引人注目的, 谦虚的
ambulatory|ambulatory a. 步行的, 走动的, 流动的, 非固定的；n. 回廊
verbatim|verbatim a. 逐字的, 照字面的；adv. 逐字地
incantation|incantation n. 咒语
fastidious|fastidious a. 难取悦的, 挑剔的, 苛求的
sociable|sociable a. 好交际的, 社交的, 过社会生活的；n. 联谊会
patrician|patrician n. 贵族, 有教养的人；a. 贵族的, 显贵的
platitude|platitude n. 单调, 平凡, 陈腐, 陈词滥调
armada|armada n. 舰队
interloper|interloper n. 闯入者, 好事者, 无执照营业者；[经] 无执照营业者, 私商
germane|germane a. 关系密切的, 有关的, 同样的, 恰当的, 贴切的；[机] 锗烷
unseemly|unseemly a. 不合适的, 不适宜的, 不得体的
carpentry|carpentry n. 木工手艺, 木工业, 木器
concave|concave a. 凹的；[医] 凹的, 凹面的
nonsensical|nonsensical a. 无意义的, 荒谬的
presage|presage n. 预感, 预兆, 预知；vt. 预示, 预言；vi. 预感, 预言
mauve|mauve n. 苯胺紫, 淡紫色；a. 淡紫色的
culpable|culpable a. 该责备的, 有罪的；[法] 应受处罚, 有罪
foreword|foreword n. 前言, 序
desertion|desertion n. 丢掉, 遗弃, 逃亡；[法] 长期分居, 开小差, 遗弃
upsurge|upsurge vi. 高涨, 涌起；n. 增长, 高潮
explicate|explicate vt. 详细说明, 解释, 说明, 引伸
sprain|sprain vt. 挫伤, 扭筋, 错筋；n. 扭伤, 扭筋
thatch|thatch n. 盖屋顶的茅草, 用草盖的屋顶, 浓密头发；vt. 用茅草覆盖
sodden|sodden a. 浑身湿透的, 饱含的, (因沉湎于酒而)迷糊的；vt. 拿水浸, 使变呆；vi. 被浸湿
deferential|deferential a. 恭敬的；[医] 输精管的
exult|exult vi. 非常高兴, 欢欣
drudgery|drudgery n. 苦差事, 苦工
grievous|grievous a. 痛苦的, 严重的, 充满悲伤的；[法] 极大的, 严重的, 惨无人道的
upstage|upstage a. 在舞台后部的, 傲慢的, 自负的；adv. 在舞台后方；vt. 抢戏
rumple|rumple v. 弄皱, 弄得乱七八糟；n. 皱纹, 皱褶
skittish|skittish a. 易惊的, 轻佻的, 三心二意的, 不可靠的, 羞怯的, 活泼的, 爱蹦跳的, 活跃的
impresario|impresario n. 演出者, 主持人
exhume|exhume vt. 掘出, 发掘
eminence|eminence n. 显赫, 名家, 高处；[医] 隆起, 隆凸
castigate|castigate vt. 惩罚, 苛评, 修订
totter|totter vi. 蹒跚, 动摇；n. 蹒跚的步子
icicle|icicle n. 垂冰, 冰柱, 冷冰冰的人
dossier|dossier n. 档案, 卷宗；[医] 病历表册, 病历夹
pall|pall n. 棺罩, 柩衣, 遮盖物；vi. 失去吸引力, 乏味；vt. 覆盖, 使笼罩阴影, 使乏味
cornice|cornice n. 檐口；vt. 给...装檐口
inexhaustible|inexhaustible a. 用不完的, 无穷尽的, 不知疲倦的
minion|minion n. 奴才, 宠臣
salutary|salutary a. 有益的, 有用的, 有益健康的；[医] 适于健康的
consort|consort n. 配偶, 夫妻；vi. 陪伴, 结交, 符合；vt. 使结合
beget|beget vt. 为某人之生父, 招致, 产生, 引起
lectern|lectern n. 诵经台
progenitor|progenitor n. 祖先, 先辈, 原本；[医] 祖先, 祖代
jeer|jeer n. 嘲笑, 讥讽, 戏弄；v. 嘲弄, 揶揄, 戏弄
deserter|deserter n. 背弃者, 脱党者, 逃亡者；[法] 逃犯, 逃亡者, 逃兵
jovial|jovial a. 快活的, 高兴的, 愉快的；[计] 国际算法语言的朱尔斯文本
misnomer|misnomer n. 取名不当；[法] 叫错姓名, 用词不当, 使用不适名称
frieze|frieze n. 饰带, 带状物, 起绒粗呢；vt. 使起绒毛
vicarious|vicarious a. 代理的, 代用的, 替代的；[医] 替代的, 错位的
diabolical|diabolical a. 恶魔的
demure|demure a. 装成端庄的, 假正经的, 娴静的
nebulous|nebulous a. 星云的, 星云状的, 朦胧的
volition|volition n. 行使意志, 意志力, 决定
truss|truss vt. 捆绑；n. 捆, 束
contraband|contraband n. 违禁品, 走私；a. 禁运的, 非法买卖的
auspicious|auspicious a. 吉兆的, 幸运的
convulse|convulse vt. 使震动, 使震撼, 使抽搐
clarion|clarion n. 尖音号角；a. 清澈响亮的
arroyo|arroyo n. 干涸沟壑, 旱谷, 小河
squalor|squalor n. 肮脏, 贫穷, 不干净
disagreeable|disagreeable a. 令人不快的, 厌恶的, 不合意的
lubricate|lubricate vt. 使润滑, 涂油；vi. 润滑
personage|personage n. 重要人士, 显要, 名士, 人物, 角色
monotony|monotony n. 单调, 缺乏变化
whit|whit n. 些微, 一点点
prodigal|prodigal n. 浪费者；a. 浪费的, 挥霍的, 丰富的
pulsate|pulsate vi. 搏动, 悸动, 震动；[医] 搏动
unspoiled|unspoiled a. 未损坏的；未宠坏的
gullible|gullible a. 易受骗的；[法] 易受骗的, 轻信的
stupor|stupor n. 无感觉, 人事不省, 麻木；[医] 木僵, 昏呆
inalienable|inalienable a. 不能让与的, 不能转售的, 不能夺取的, 不可分割的
unmoved|unmoved a. 没有动过的, 不动摇的, 坚决的, 冷静的
haggard|haggard n. 野鹰；a. 憔悴的, 形容枯槁的, 野性的
truism|truism n. 自明之理, 众所周知, 老生常谈；[法] 老生常谈, 陈词滥调
fiend|fiend n. 魔鬼, 邪神, 能手, 成癖者
incongruity|incongruity n. 不协调, 不一致, 不合适；[化] 异元性; 不相容性
lustrous|lustrous a. 有光泽的, 光辉的
atrocious|atrocious a. 残暴的, 凶恶的
rampart|rampart n. 垒, 壁垒, 防御土墙；vt. 用壁垒围绕, 防卫, 守卫
epitaph|epitaph n. 墓志铭, 碑文
viscous|viscous a. 粘的, 粘性的；[医] 粘的
misshapen|misshapen a. 造型不佳的, 丑恶的, 畸形的
legible|legible a. 清晰的, 易读的
rankle|rankle vi. 化脓, 怨恨；vt. 使怨恨
fractious|fractious a. 易怒的, 倔强的, 脾气不好的
hydrant|hydrant n. 给水栓, 水龙头, 消火栓
uncooperative|uncooperative a. 不合作的, 不配合的, 执拗的
atrophy|atrophy n. 萎缩, 萎缩症；[医] 萎缩
nova|nova n. 新星；[计] 诺瓦计算机
gargoyle|gargoyle n. 滴水嘴
rasp|rasp n. 粗锉刀, 刺耳声；vt. 用粗锉刀锉, 粗声粗气地说；vi. 粗锉, 锉磨, 发刺耳声
negotiable|negotiable a. 可磋商的, 可转让的, 可通行的；[经] 可流通的, 可转让的
mercantile|mercantile a. 商业的, 商人的；[经] 商业的
delirium|delirium n. 精神错乱, 说谵语状态, 狂热；[医] 谵妄, 发狂, 妄想
whet|whet n. 磨, 开胃小吃；vt. 磨, 磨快, 刺激, 促进
cavort|cavort vi. 腾跃
antihistamine|antihistamine n. 抗组胺药
scald|scald n. 烫伤, 烫洗；v. 烫伤, 烫洗
incarnate|incarnate vt. 体现, 使具体化, 使实体化；a. 化身的, 实体化的, 肉色的, 深红色的
leer|leer n. 秋波, 媚眼, 恶意的瞥视；vi. 送秋波, 抛媚眼, 斜睨
porcupine|porcupine n. 豪猪
modicum|modicum n. 少量
saintly|saintly a. 圣洁的
monotone|monotone a. 单调的；n. 单调
expedient|expedient n. 权宜之计；a. 权宜的, 方便的, 有用的
largesse|largesse n. 慷慨的赠与, 慷慨赠与物, 慷慨的赏钱
whimsy|whimsy n. 怪念头, 离奇的东西, 反复无常, 绞盘
flout|flout vt. 嘲笑, 愚弄；vi. 表示轻蔑；n. 嘲笑, 愚弄, 轻视
expediency|expediency n. 权宜, 方便, 私利
attenuate|attenuate a. 纤细的, 稀薄的, 稀释的；vt. 使减弱, 使纤细；vi. 变稀薄, 变纤细, 减少；[计] 衰减
piecemeal|piecemeal adv. 一件一件地, 逐个地, 零碎地；a. 一片一片的, 逐渐的, 零碎的；n. 断片
sinuous|sinuous a. 弯弯曲曲的, 迂回的, 运动柔软的；[医] 纡曲的
ode|ode n. 颂诗, 赋
squall|squall n. 飑, 喊叫；vi. 起飑, 嚎啕, 叫嚷；vt. 尖叫
duress|duress n. 强迫, 监禁；[法] 强迫, 威胁, 监禁
debrief|debrief vt. 听取报告, 盘问
irrevocable|irrevocable a. 不能挽回的, 不能取消的, 不能变更的；[经] 不能撤销的, 不能恢复的
chaste|chaste a. 贞洁的, 纯洁的, 朴素的
elegy|elegy n. 悲歌, 哀歌, 挽歌
